eng,ind
"""Where most steakhouses would take quite a long time to serve the food, here the steak came out rather quickly, in my opinion and it was perfect, both for my palate and my wallet. One time I was waiting for my friend for 2 hours here, but I didn't feel that long because the food made me lose track of time. Hehe""","""Kalau di banyak tempat steak membutuhkan waktu lama sebelum penyajiannya, di tempat ini menurut saya cenderung cepat dan sesuai dengan lidah maupun dengan dompet saya. Saya pernah menunggu teman sampai 2 jam di sini, tapi tidak berasa karena makanannya membuat saya lupa waktu. Hehe"""
"""If you wanna buy some meds, just go to Kimia Farma at the end of that street.""","""Kalau mau beli obat pergi saja ke kimia farma yang berada di ujung jalan itu"""
"""Elementary graders' math lessons are now really difficult""","""Pelajaran matematika anak sd sekarang sulit sulit"""
"""This restaurant's always packed because of its ideal location near the mall's entrance. The porridge tastes nice. The ordering and serving process are also pretty fast.""","""Restoran di sini selalu penuh karena letaknya yang strategis di pintu masuk mal. Rasa bubur cukup enak. Proses penyajian dari order sampai penghidangan juga cukup cepat."""
"""I can't help it, I was feeling blue so I made that kind of story""","""Habisnya aku lagi galau kak maka dari itu bikin story kayak begitu"""
"""Just like its name, Creative Space Cafe, there are several artworks that we can enjoy and several sculptures downstairs. Upstairs is a cafe with interesting design that is perfect to visit in the afternoon. It's located on a higher ground, making for a breathtaking scenery""","""Sesuai namanya creative space kafe sehingga banyak karya seni yang bisa dinikmati di dalamnya dan beberapa patung di bawah. Sedangkan di atas ada kafe dengan desain yang menarik dan cocok dikunjungi di sore hari. Tempatnya yang berada di lokasi tinggi membuat tempat ini punya pemandangan yang bagus."""
"""Good afternoon poor people. I hope you die soon or get even poorer and suffer more""","""Selamat siang orang miskin. Semoga kalian cepat mati atau makin miskin dan sengsara."""
"""Gojek will start offering their services in a few SEA countries.""","""Gojek akan mulai membuka layanan mereka di beberapa negara asia tenggara."""
"""Do Indonesians believe the story of this oh-so-esteemed police officer? That claims to have met the biker? You be the judge of his make-believe story. Does he pass with flying colors?""","""Percayakah masyarakat indonesia dengan karangan bapak polisi yang terhormat ini? Yang katanya sudah bertemu dengan pemotornya? Silakan anda nilai mengarang di bawah ini. Dapat nilai berapa?"""
"""There are traffic in Bandung everywhere. Jatinangor feels like the Brexit toll. I might faint in my car because I'm waiting too long""","""Bandung di-mana macet. Jatinangor juga seperti tol brexit. Bisa pingsan dalem mobil kelamaan menunggu."""
"""When we arrived, we were put in the waiting list, even though there were many empty seats, maybe some were not used, but the staff stayed kind despite some unhappy customers who didn't wanna wait because they saw those empty seats. Food can be ordered in the back of the restaurant, and the menu was quite tasty for us. This was our second visit, and the one thing we remembered from this place was the balloon seller.""","""Waktu kami datang kami dalam daftar tunggu, walau banyak tersedia kursi kosong, mungkin beberapa tidak terpakai, namun staf tetap ramah walau ada beberapa pelanggan yang tidak senang dengan menunggu sambil melihat banyak kursi yang kosong. Order makanan di belakang restoran, dan menunya lumayan enak bagi kami. Ini kunjungan kedua kami, dan satu hal yang mengingatkan kami adalah penjual balon."""
"""The fried Kwetiaw and Teh Tarik is my go-to choice of meal here, though there are plenty of people who order the Mie Yamin here as well, you may also try their fried rice.""","""Kwetiauw goreng dan teh tarik menjadi pilihan makanan saya di sini, meskipun ada beberapa yang besan mi yamin, anda boleh coba juga nasi gorengnya"""
"""This month my bank account balance is zero""","""Bulan ini saldo di rekening saya nol."""
"""Hotel Ibis Tamarkan Wahid Hasyim has a very disappointing service. Especially when it comes to reservantion! Really lousy!""","""Hotel ibis tamarkan wahid hasyim sangat mengecewakan untuk pelayanan. Terutama masalah reservation! Parah abiz!"""
"""The employees at Graha Indosat is so rude""","""Jutek banget deh karyawan indosat yang di graha indosat"""
"""I never regret loving you.""","""Aku tidak pernah menyesal mencintaimu."""
"""The food here was great. Way tastier than other similar restos in Balikpapan. But, well, the price was bound to a bit expensive. Hhe it would cost about 100 thousand per person. But because the food was so good it I was satisfied. The Tom Yum soup, tho, mmm. tasty.""","""Makanan di sini enak loh. Lebih enak ketimbang tempat makan sejenis di balikpapan. Tetapi ya harganya lebih mahal juga. Hhe / orang jatuhnya 100 ribuan lebih. Tapi puas karena rasa makanannya enak. Kuah tomyamnya. Mm. Enak."""
"""Even though the portion's huge, the taste is pretty standard. Guess the price doesn't match the portion. The plating is also kinda messy, that's all, I guess.""","""Walaupun porsinya besar, tapi secara rasa, biasa saja. Harga tidak sesuai dengan porsi sih. Penyajiannya juga tidak begitu rapi, ya begitu saja."""
"""This was our first visit in the resto's main branch. We've ordered from the other branches before. We thought that the atmosphere would be better and the food would have more variety. But I was unpleasantly surprised with the servers' unfriendly attidue. We would pick the outdoor spot with a sofa,as per a waitress' recommendation. But the male waiter didn't let us because he didn't wanna have to clean it.""","""Ini kunjungan pertama kami ke restoran cabang utama. Sebelumnya kami sering pesan dari cabang yang lain. Karena kami sangka di sini suasana lebih bagus dan menu lebih banyak. Tetapi saya terkejut dengan sikap pelayan yang tidak ramah. Kami akan duduk di sofa luar atas saran pelayan wanita. Tetapi pelayan pria tidak mengizinkan dengan alasan malas membersihkan."""
"""This particular goverment agency needs to be abolished because they've done absolutely nothing of value so far.""","""Badan pemerintah satu ini harus dibubarkan karena selama ini kerjanya tidak ada arti sama sekali."""
"""This meatbun has been known since ancient times but it's still enjoyed by many to this very day because of its distinct taste.""","""Bakpao ini sudah terkenal dari zaman dulu namun sampai sekarang masih banyak digemari karena rasanya yang khas."""
"""The waiter and owner in the cashier were not communicative and couldn't give us a recommendation for which portion of the menu should be ordered. The food was so-so, and the parking was difficult.""","""Pelayan dan pemilik yang duduk di kasir tidak komunikatif dan tidak bisa memberikan rekomendasi untuk porsi menu yang harus kami pesan. Rasanya standar. Parkir susah."""
"""When I was searching for a place to eat with a variety of choices, I got recommended by a friend to dine here, aside from the cheap price, the food is delicious as well. It's just that it might take a bit long to  wait for our orders.""","""Saat saya ingin mencari makanan yang berbagai macam pilihan, saya pun di rekomendasikan oleh teman untuk makan di sini, selain murah juga nikmat makanannya. Hanya saja sedikit lama untuk kita menunggu pesanan."""
"""Ain't no one's gonna vote no more, ya think the people now can still be fooled?""","""Tidak akan ada yang milih lagi, kamu pikir masyarakat sekarang masih bisa ditipu?"""
"""Really bummed out that the Champions League isn't broadcasted in any channel, local or sports ones. They should've fought harder for the broadcasting rights because the customers already paid big money""","""Sangat kecewa sekali karena liga champions tidak disiarkan di channel manapun baik channel lokal ataupun channel olahraganya. Seharusnya kalian perjuangkan hak siar itu karena pelanggan sudah bayar mahal."""
"""Uni kids should stay out of politics. Just go hit the books""","""Mahasiswa jangan sok-sokan deh ikut politik. Belajar sana saja deh."""
"""There are a lot of city parks in Malang""","""Terdapat banyak taman kota di malang."""
"""The denizens found 2.910 KTP-el cards in the bushes.""","""Warga temukan 2.910 keping ktp-el di semak belukar"""
"""I'm satisfied with the Gojek app, really makes my activites a lot easier""","""Saya senang dengan aplikasi gojek, memudahkan dalam banyak aktivitas"""
"""I installed Traveloka at one point, but I never used it so I uninstalled it.""","""Aku pernah instal traveloka, tapi karena tidak terpakai akhirnya aku uninstal lagi"""
"""Great, photogenic place to take pics in, and the breeze is cool, too, but don't even try to eat there, the price has gone off the roof, it's no longer tasteful, regrets all-round.""","""Tempatnya bagus buat foto foto, dan sejuk lagi udaranya, tapi jangan coba coba makan di situ, sudah harganya mahal, tidak enak lagi, menyesal deh"""
"""Unfortunately, 16 GB is not nearly enough for any Xiaomi phone because their default software takes way too much space""","""Sayangnya, handphone xiaomi apa pun tidak bisa kalau cuma beli 16 gb karena software bawaannya itu gede banget"""
"""There is an ulterior motive here to make his son elected as the vice president""","""Ini ada udang dibalik batu supaya anaknya itu dipilih jadi wakil presiden."""
"""Really loving the baked potato menu. For the price, it's standard for a steakhouse. The taste matches the price. I think the atmosphere is comfortable enough and there's even a garden in the middle. Would definitely go here again if I ever come back to Bandung.""","""Suka banget dengan menu kentang panggangnya. Untuk harga, standar steak lah. Rasa sebanding dengan harga. Menurut saya suasana tempatnya cukup nyaman dan ada taman di bagian tengahnya. Restoran yang wajib saya kunjungi kalau ke bandung lagi!:"""
"""Cafe Rindang with its rural atmosphere and surrounding woods really goes well with the small but beautiful waterfall. The food is also quite good and the price isn't too high. Recommended for everyone.""","""Kafe rindang dengan suasana pedesaan dan hutan berpadu apik dengan air terjun kecil yang indah untuk rasa cukup enak dan harga yang tidak telalu mahal, direkomendasikan bagi semuanya"""
"""Turns out your brain is the size of a marble""","""Otakmu nyatanya hanya sebesar kelereng."""
"""So bored. I've watched all the films and now I'm drawing a blank""","""Jadi bosan. Semua film sudah ditonton dan sekarang mati gaya."""
"""That man with a thick moustache crossed the street using the zebra cross""","""Bapak berkumis lebat itu menyebrang menggunakan zebra cross"""
